NatEmis,verify,DataYear,Province,ProvinceCD,Official_Institution_Name,STATUS,Sector,Type_DoE,Phase_PED,Specialisation,EIDistrict,EICircuit,OwnerLand,OwnerBuild,ExDept,Persal_PaypointNo,Persal_ComponentNo,ExamNo,ExamCentre,GIS_Long,GIS_Lat,DMunName,LMunName,Ward_ID,SP_Code,SP_Name,Addressee,Township_Village,Suburb,Town_City,StreetAddress,PostalAddress,Telephone,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,DemarcationFrom,DemarcationTo,OldNATEMIS,NewNATEMIS,Learners2022,Educators2022
500442668,False,2022,KZN,5,SWANA SCHOOL AND ASSESSMENT CENTRE,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,INTELLECTUALLY & PHYSICAL DISABLITIES,King Cetshwayo,Ngwelezane,Private,Private,TO BE UPDATED,,,0,NOT APPLICABLE,,,King Cetshwayo,uMhlathuze,52802023,TO BE UPDATED,TO BE UPDATED,THE NGWENYA,,KILDARE,EMPANGENI,"18 CORNER MACK ROAD,,KILDARE,EMPANGENI,3880","PRIVATE BAG X123,EMPANGENI,3880",0357721035,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,,,TO BE UPDATED,0,KZ,KZ,500442668,500442668,93,9
500446072,False,2022,KZN,5,INTUTHUKO SPECIAL SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,INTELLECTUAL DISABILITY,Umkhanyakude,Empembeni,Govt,Govt,TO BE UPDATED,116110,5077,0,NOT APPLICABLE,,,Umkhanyakude,Big 5 Hlabisa,52706012,TO BE UPDATED,TO BE UPDATED,THE KHUMALO,,,,,"P.O.BOX 825,HLABISA,3937",0358381908,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,,,TO BE UPDATED,0,KZ,KZ,500446072,500446072,197,18
500448810,False,2022,KZN,5,KHULANI SPECIAL SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,Umkhanyakude,Big Five False Bay,Govt,Govt,TO BE UPDATED,380354,380354,0,NOT APPLICABLE,,,Umkhanyakude,Big 5 Hlabisa,52706002,TO BE UPDATED,TO BE UPDATED,THE NXUMALO,,,HLUHLUWE,"LOCATION ,HLUHLUWE,3960","P.O.BOX 53,3960",0741438769,NOT APPLICABLE,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,323,31
500448921,False,2022,KZN,5,PHOLELA SPECIAL SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,Harry Gwala,Bulwer,Govt Education,Govt,TO BE UPDATED,,5036/22018,0,TO BE UPDATED,,,Harry Gwala,Dr Nkosazana Dlamini-Zuma,54306010,TO BE UPDATED,TO BE UPDATED, CELE,,,,,,0398328058,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,,TO BE UPDATED,TO BE UPDATED,,,316,18
500448995,False,2022,KZN,5,MUSA LSEN SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,Zululand,Nhlophenkulu,Govt,Govt,TO BE UPDATED,448995,360355,0,NOT APPLICABLE,,,Zululand,Nongoma,52605016,TO BE UPDATED,TO BE UPDATED,THE ZULU,,,NONGOMA,"LOCATION LOCATION,NONGOMA,3950","P.O.BOX 54,3950",,NOT APPLICABLE,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,151,14
500489621,False,2022,KZN,5,THEMBIMFUNDO SPECIAL SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,King Cetshwayo,Mbongolwane,Trust Land,Govt,,260169,260169,0,,,,King Cetshwayo,uMlalazi,52804003,,, DLAMINI,,,,,,,,,,,,,,,0,KZ,KZ,500489621,500489621,280,24
500489880,False,2022,KZN,5,CAMELOT COLLEGE,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,Umlazi,Ethusini,Private,,TO BE UPDATED,,,5411146,TO BE UPDATED,,,eThekwini,eThekwini,59500033,TO BE UPDATED,TO BE UPDATED,THE STRACHAN,,,GLENWOOD,"GLENWOOD,4001","POST OFFICE,GLENWOOD,4001",0312010604,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,,,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,80,13
500494653,False,2022,KZN,5,THATHEZAKHE SPECIAL SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,Umzinyathi,Mkhonjane,Govt Education,Govt,,280216,280216,0,,0,0,Umzinyathi,Nqutu,52402011,,, MDAKANE,,,,,,0342719604,,,,,,,,,0,KZ,KZ,500494653,500494653,113,4
500494801,False,2022,KZN,5,DANIELMZAMOSPECIAL  SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,Harry Gwala,Jamangweni,Govt,Govt,,130090,111170,0,,,,Harry Gwala,Ubuhlebezwe,54304010,,, DLAMINI,,,,,,0716595346,,,,,,,,,0,KZ,KZ,500494801,500494801,447,32
500495319,False,2022,KZN,5,BAWELISE SPECIAL SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,Zululand,Dumbe,Govt Education,Govt Education,,0,52017,0,,0,0,Zululand, ,0,,, ZONDI,,,,,,0349950030,,,,,,,,,0,KZ,KZ,500495319,500495319,73,5
500498501,False,2022,KZN,5,BUHLEBOMVOTI SPECIAL SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,Umzinyathi,Umvozana,Municipality,Govt,,,54364,,,,,Umzinyathi,,,,, ,,,,,,,,,,,,,,,0,KZ,KZ,500498501,500498501,71,6
500499167,False,2022,KZN,5,SIPHOSETHU SPECIAL SCHOOL LSEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,Zululand,Dumbe,Trust Land,Govt Education,,0,3603450,0,,0,0,Zululand, ,0,,, CELE,,,,,,0732460167,,,,,,,,,0,KZ,KZ,500499167,500499167,124,7
500499759,False,2022,KZN,5,MONGOOSE / ESPERANZA SPECIAL NEEDS SCHOOL,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,Amajuba,Masakhane,Private,Private,TO BE UPDATED,,,0,TO BE UPDATED,,,Amajuba,Newcastle,52502004,TO BE UPDATED,TO BE UPDATED,THE PILLAY,,,NEWCASTLE,"NEWCASTLE,2940","P.O.BOX 22686,NEWCASTLE,2940",0343124497,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,,,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,39,7
500499870,False,2022,KZN,5,ITHUBELIHLE SPECIAL OPPORTUNITY SCHOOL,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,Uthukela,Klipriver,Govt Other,Private,TO BE UPDATED,,,0,TO BE UPDATED,,,Uthukela,Alfred Duma,52308013,TO BE UPDATED,TO BE UPDATED,THE SHABALALA,,,LADYSMITH,"LADYSMITH,3370","P.O.BOX 609,LADYSMITH,3370",0727270008,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,,,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,52,6
600100516,False,2022,NW,6,COLIGNY SPECIAL SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,Comprehensive,NGAKA MODIRI MOLEMA,COLIGNY,Govt,Govt,,,,,N/A,"26,31891","-26,33624",NGAKA MODIRI MOLEMA DISTRICT MUNICIPALITY,DITSOBOTLA LOCAL MUNICIPALITY ,63804016,99,UNKOWN,,,COLIGNY,,"THIRD STREET 3,  COLIGNY, 2725","PO BOX 503,  COLIGNY, 2725",0186739012,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600100516,600100516,202,25
600102364,False,2022,NW,6,BOPHELONG SPECIAL SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,NGAKA MODIRI MOLEMA,TSHWARANANG,Govt,Govt,,960143,,,N/A,"25,65577","-25,88476",NGAKA MODIRI MOLEMA DISTRICT MUNICIPALITY,MAHIKENG LOCAL MUNICIPALITY  ,63803009,60823010,MMABATHO NU,,,MAHIKENG,,"3370 MAJEMANTSHO MINE ROAD, MAJEMANTSHO MAHIKENG, 2745","PO BOX 595, MAHIKENG, 2745",0183833845,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102364,600102364,255,28
600102365,False,2022,NW,6,D.P.MOLOTO SPECIAL SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,Comprehensive,NGAKA MODIRI MOLEMA,ZEERUST,Govt,Govt,,960631,90265815,,N/A,"25,96988","-25,48443",NGAKA MODIRI MOLEMA DISTRICT MUNICIPALITY,RAMOTSHERE MOILOA LOCAL MUNICIPALITY  ,63805012,61014000,NONE,,,ZEERUST,,"UNIT 1  STAND NO: 1833 .LERATO,  ZEERUST, 2880","PO BOX 126, LEHURUTSHE ZEERUST, 2880",0183634552,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102365,600102365,79,10
600102366,False,2022,NW,6,DAERAAD SPECIAL SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,DR KENNETH KAUNDA,MAQUASSI HILLS NORTH,Govt,Govt,,89014,,,N/A,"25,97601","-27,18576",DR KENNETH KAUNDA DISTRICT MUNICIPALITY,MAQUASSI HILLS LOCAL MUNICIPALITY,64004001,62010000,NONE,,,WOLMARANSSTAD,,"6 POTGIETER STR,  WOLMARANSSTAD, 2630","PO BOX X5,  WOLMARANSSTAD, 2630",0185961083,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102366,600102366,101,16
600102367,False,2022,NW,6,ES LE GRANGE SPECIAL SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,DR KENNETH KAUNDA,MORNING STAR,Govt,Govt,,89109,,,N/A,"27,11731","-26,71301",DR KENNETH KAUNDA DISTRICT MUNICIPALITY,JB MARKS LOCAL MUNICIPALITY,64002003,61803001,BAILLIE PARK,,,POTCHEFSTROOM,,"Richardson Street 17, Baillie Park POTCHEFSTROOM, 2531","PO BOX X6209, Baillie Park, POTCHEFSTROOM, 2526",0182907047,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102367,600102367,392,40
600102369,False,2022,NW,6,DIE WILGE SPECIAL SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,DR KENNETH KAUNDA,RETLAKGONA,Govt,Govt,,89108,7830,,N/A,"27,11768","-26,71049",DR KENNETH KAUNDA DISTRICT MUNICIPALITY,JB MARKS LOCAL MUNICIPALITY,64002003,61803001,BAILLIE PARK,,,POTCHEFSTROOM,,"10 ROCHER STREET, BAILLIEPARK POTCHEFSTROOM, 2520","PRIVATE BAG XX1006, BAILLIEPARK, POTCHEFSTROOM, 2531",0182906587,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102369,600102369,589,50
600102371,False,2022,NW,6,IKALAFENG SPECIAL SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,Comprehensive,DR KENNETH KAUNDA,RETLAKGONA,Govt,Govt,,81090,,,N/A,"27,03125","-26,74134",DR KENNETH KAUNDA DISTRICT MUNICIPALITY,JB MARKS LOCAL MUNICIPALITY,64002019,61801000,NONE,,,Potchefstroom,,"P.O. Box 2095,  Potchefstroom, 2531","PO BOX 2095,  Potchefstroom, 2531",0182955003,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102371,600102371,339,31
600102372,False,2022,NW,6,Iteko Special School,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,BOJANALA,RETLADIRELA,Govt,Govt,,960763,,,N/A,"27,2194","-25,641",BOJANALA DISTRICT MUNICIPALITY,RUSTENBURG  LOCAL MUNICIPALITY,63703010,60315000,NONE,,,Rustenburg,,"417 Pilane Street, Tlhabane Rustenburg, 299","PO BOX 83, Tlhabane Rustenburg, 309",0145653691,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102372,600102372,493,47
600102373,False,2022,NW,6,JANIE SCHNEIDER LSEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,DR KENNETH KAUNDA,MEEPONG,Private,Private,,89148,,,N/A,"26,67355","-26,85853",DR KENNETH KAUNDA DISTRICT MUNICIPALITY,MATLOSANA LOCAL MUNICIPALITY,64003009,61914002,ORKNEY CENTRAL,,,Klerksdorp,,"8 Charel de Klerk Avenue, Townlands Klerksdorp, 2570","PRIVATE BAG XX5031,  Klerksdorp, 2570",0184624954,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102373,600102373,169,17
600102375,False,2022,NW,6,KEURHOF LSEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,DR KENNETH KAUNDA,MEEPONG,Govt,Govt,,89048,,,N/A,"26,67601","-26,86293",DR KENNETH KAUNDA DISTRICT MUNICIPALITY,MATLOSANA LOCAL MUNICIPALITY,64003009,61914002,ORKNEY CENTRAL,,,Klerksdorp,,"C/O Kleynhans and Golden ave, Pienaarsdorp Klerksdorp, 2570","PO BOX 1190,  Klerksdorp, 2570",0184629981,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102375,600102375,539,44
600102377,False,2022,NW,6,Kutlwanong School For Deaf,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,BOJANALA,AREAGANENG,Farm,Govt,,960746,,,N/A,"27,21617","-25,57679",BOJANALA DISTRICT MUNICIPALITY,RUSTENBURG  LOCAL MUNICIPALITY,63703024,60301000,NONE,,,RUSTENBURG,,"STAND NO 900154, KOOKFOINTEIN RUSTENBURG, 330","PO BOX 288,  RUSTENBURG, 330",0140019948,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102377,600102377,230,31
600102378,False,2022,NW,6,LM Mokoena Special School,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,BOJANALA,TSWAING,Govt,Govt,,960896,,,N/A,"28,1401","-25,34735",BOJANALA DISTRICT MUNICIPALITY,MORETELE LOCAL MUNICIPALITY,63701012,60112001,MOGEGELO,,,HAMMANSKRAAL,,"1608 MOGOGELA, HAMMANSKRAAL , 400","PO BOX 1221, PRIVATE BAG, HAMMANSKRAAL, 400",0127154029,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102378,600102378,91,10
600102380,False,2022,NW,6,NORTH WEST SCHOOL FOR THE DEAF,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,DR KENNETH KAUNDA,NALEDI,Govt,Private,,89051,,,N/A,"26,23753","-27,23156",DR KENNETH KAUNDA DISTRICT MUNICIPALITY,MAQUASSI HILLS LOCAL MUNICIPALITY,64004006,62006001,WOLMARANSSTAD NU,,,Leeudoringstad,,"c/o George and Maquassi Road, Leeudoringstad Leeudoringstad, 2640","PO BOX 374, Leeudoringstad, 2640",0180119744,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102380,600102380,135,16
600102382,False,2022,NW,6,LILLIAN LEHETLA SPECIAL SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,NGAKA MODIRI MOLEMA,GANAPAN,Govt,Govt,,960065,960065,,Lillian Lehetla,"25,37243","-26,50177",NGAKA MODIRI MOLEMA DISTRICT MUNICIPALITY,TSWAING LOCAL MUNICIPALITY,63802007,60702000,GANAPAN,,,LOCATION,,"783, ATAMELANG  LOCATION, 2732","PO BOX 310, ATAMELANG LOCATION, 2732",0183342078,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102382,600102382,251,21
600102383,False,2022,NW,6,MM SEBITLOANE SPECIAL SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,DR RUTH S MOMPATI,TAUNG CENTRAL,Govt,Govt,,961001,,,N/A,"24,7728","-27,5347",DR RUTH SEGOMOTSI MOMPATI DISTRICT MUNICIPALITY,GREATER TAUNG LOCAL MUNICIPALITY,63904011,99,UNKOWN,,,TAUNG,,"LOKALENG VILLAGE, TAUNG STATION TAUNG, 8584","PRIVATE BAG X01,  TAUNG, 8580",0539941666,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102383,600102383,496,33
600102384,False,2022,NW,6,Meerhof Special School,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,BOJANALA,KWENA,Govt,Govt,,89165,,,Meerhof School,"27,7006","-25,7864",BOJANALA DISTRICT MUNICIPALITY,MADIBENG LOCAL MUNICIPALITY,63702028,60213003,MEEHOF,,,Hartbeespoort,,"64 Jan Smuts Avenue, Meerhof Hartbeespoort, 260","PRIVATE BAG XX354, Hartbeespoort, 216",0122591241,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102384,600102384,244,40
600102385,False,2022,NW,6,Mfihlakalo Special School,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,BOJANALA,TOLOANE,Govt,Govt,,962280,,,N/A,"27,99844","-25,47978",BOJANALA DISTRICT MUNICIPALITY,MADIBENG LOCAL MUNICIPALITY,63702008,60210007,MAKANYANENG,,,MABOPANE,,"1560 C KLIPGAT,  MABOPANE, 900","PO BOX , KLIPGAT, ROSSLYN, 200",0627812795,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102385,600102385,123,9
600102387,False,2022,NW,6,Mmekwa Maseding Special School,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,Comprehensive,BOJANALA,MAKAPANSTAD CENTRAL,Govt,Govt,,961182,,,N/A,"28,11856","-25,23382",BOJANALA DISTRICT MUNICIPALITY,MORETELE LOCAL MUNICIPALITY,63701021,60104007,MAKAPANSTAD,,,Hammanskraal,,"2836 Radipapana Section, Makapanstad Hammanskraal, 404","PO BOX 42,  Makapanstad, 404",0769780281,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102387,600102387,102,10
600102390,False,2022,NW,6,Neo Mathabe Special School,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,BOJANALA,KOPANO-MADIBENG,Govt,Govt,,960445,,,N/A,"27,88693","-25,59938",BOJANALA DISTRICT MUNICIPALITY,MADIBENG LOCAL MUNICIPALITY,63702020,60202009,MAKAU,,,BRITS,,"303/304/305, MOTHOTLUNG BRITS, 268","PO BOX 241, MOTHOTLUNG, BRITS, 268",0127091342,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102390,600102390,151,10
600102392,False,2022,NW,6,Obed More Special School,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,BOJANALA,RETLAKGONA,Govt,Govt,,960548,960548,,N/A,"27,79099","-25,31686",BOJANALA DISTRICT MUNICIPALITY,MADIBENG LOCAL MUNICIPALITY,63702002,99,UNKOWN,,,JERICHO,,"1872 SELOSESHA,  JERICHO, 189","PO BOX 363,  JERICHO, 189",0732198919,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102392,600102392,199,19
600102393,False,2022,NW,6,Oom Paul Special School,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,BOJANALA,BOKAMOSO,Govt,Govt,,89135,,,N/A,"27,25296","-25,6754",BOJANALA DISTRICT MUNICIPALITY,RUSTENBURG  LOCAL MUNICIPALITY,63703014,60315019,RUSTENBURG CENTRAL,,,Rustenburg,,"42 Lucas Street,  Rustenburg, 299","PRIVATE BAG XX71041,  Rustenburg, 300",0145922003,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102393,600102393,531,37
600102397,False,2022,NW,6,Rekgonne Bapo Special School,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,Comprehensive,BOJANALA,DITLOU,Govt,Govt,,960469,960469,,N/A,"27,6691","-25,70418",BOJANALA DISTRICT MUNICIPALITY,MADIBENG LOCAL MUNICIPALITY,63702025,60205001,BAPONG,,,BAPONG,,"B. 550 , NEWTOWN SECTION BAPONG, 269","PO BOX 277, BAPONG BRITS, 269",0128820950,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102397,600102397,251,24
600102398,False,2022,NW,6,Reoleboge Special School,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,Comprehensive,BOJANALA,MANKWE,Govt,Govt,,961880,7540,,N/A,"27,1782","-25,15432",BOJANALA DISTRICT MUNICIPALITY,MOSES KOTANE LOCAL MUNICIPALITY,63705009,60503018,MORULENG,,,Moruleng,," House No 20267, Raserapane Moruleng, 318","PO BOX 986, Saulspoort, Moruleng, 318",0781678357,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102398,600102398,207,28
600102399,False,2022,NW,6,RESOMARETSE SPECIAL SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,NGAKA MODIRI MOLEMA,LERATO,Govt,Govt,,960683,960683,,N/A,"25,87094","-25,43589",NGAKA MODIRI MOLEMA DISTRICT MUNICIPALITY,RAMOTSHERE MOILOA LOCAL MUNICIPALITY  ,63805009,61003002,DINOKANA,,,Dinokana,,"Stand no 6471, Puana Section  Dinokana, 2868","PO BOX 577, Dinokana Zeerust, 2868",0731955764,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102399,600102399,106,8
600102400,False,2022,NW,6,RETLAMETSWE SPECIAL SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,NGAKA MODIRI MOLEMA,CENTRAL,Govt,Govt,,,,,N/A,"25,62885","-25,867",NGAKA MODIRI MOLEMA DISTRICT MUNICIPALITY,MAHIKENG LOCAL MUNICIPALITY  ,63803008,60816006,IMPERIAL RESERVE,,,Mafikeng,,"1204 JAMESON AVENUE, Mafikeng Mafikeng, 2545","PO BOX 3664, Mmabatho, Mafikeng, 2745",0183810313,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102400,600102400,200,17
600102402,False,2022,NW,6,Rorisang Special School,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,BOJANALA,MADIKWE,Govt,Govt,,962008,,,N/A,"26,53352","-25,35721",BOJANALA DISTRICT MUNICIPALITY,MOSES KOTANE LOCAL MUNICIPALITY,63705019,60506001,MADIKWE,,,MADIKWE,,"924 MARUTLARE STR, MADIKWE TOWNSHIP MADIKWE, 2840","PO BOX 253, MADIKWE TOWNSHIP, MADIKWE, 2840",0145532787,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102402,600102402,168,10
600102403,False,2022,NW,6,Buitengewone Special School,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,BOJANALA,BOINELO,Govt,Govt,,89144,,,N/A,"27,23633","-25,67299",BOJANALA DISTRICT MUNICIPALITY,RUSTENBURG  LOCAL MUNICIPALITY,63703014,60315019,RUSTENBURG CENTRAL,,,RUSTENBURG,,"Von Wiellighstraat 42,  RUSTENBURG, 299","PO BOX 20759, PROTEA PARK RUSTENBURG, 305",0145970491,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102403,600102403,139,14
600102405,False,2022,NW,6,Temogo Special School,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION ,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,BOJANALA,MOGALE,Govt,Govt,,7540961831,,,N/A,"27,2192","-25,27749",BOJANALA DISTRICT MUNICIPALITY,MOSES KOTANE LOCAL MUNICIPALITY,63705013,60502000,NONE,,,RUSTENBURG,,"214 BUITEN STREET UNIT 1, MOGWASE RUSTENBURG, 314","PO BOX 1009, SUN CITY RUSTENBURG, 316",0145555032,N/A,N/A,NOT APPLICABLE,N,NOT APPLICABLE,,,,,NW,Not Moved,600102405,600102405,230,21
